sku,supplier,status,prom_offer_id,prom_group_id,fallback_price,fallback_name
1520161,SIGMA,ACTIVE,,1031,,
2821021,SIGMA,ACTIVE,,993,,
2621102,SIGMA,ACTIVE,,1000,,
4001101,SIGMA,ACTIVE,,943,,
4401642,SIGMA,ACTIVE,,1006,,
6003501,SIGMA,ACTIVE,,893,,
4322031,SIGMA,ACTIVE,,1010,,
