sku,supplier,status,prom_offer_id,prom_group_id,fallback_price,fallback_name
8316735,SIGMA,ACTIVE,,899,,
4316351,SIGMA,ACTIVE,,1009,,
4344201,SIGMA,ACTIVE,,1004,,
