group_id,parent_group_id,group_number,name,name_ua
905,839,155057043,ЗІЗ,ЗІЗ
1027,902,155057192,"Відрізні, зачисні, шліфувальні, пильні круги","Відрізні, зачисні, шліфувальні, пильні круги"
1054,905,155057211,Захисні наколінники,Захисні наколінники
